"ensembl"	"hgnc_symbol"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Entrez"
"ENSG00000225950"	"ENSG00000225950"	"NTF4"	58,0326890728793	-1,57874980521747	0,406046666352994	-3,10001265746924	0,00193512372873575	0,025310897877489	"4909"
"ENSG00000126524"	"ENSG00000126524"	"SBDS"	1483,82513177114	0,709477140560701	0,125714987916337	3,09809631306568	0,00194768119369616	0,0254506978247283	"51119"
"ENSG00000106263"	"ENSG00000106263"	"EIF3B"	10582,5957555825	0,617711894353948	0,0962233296817496	3,09396791130181	0,00197498846332241	0,0257827832373902	"8662"
"ENSG00000171517"	"ENSG00000171517"	"LPAR3"	526,005474280764	0,773999092874034	0,146832541448598	3,09195147339303	0,00198845352210275	0,0259337003419071	"23566"
"ENSG00000196396"	"ENSG00000196396"	"PTPN1"	5582,12065103732	0,634669270659317	0,101780083020082	3,09165861652155	0,0019904161090153	0,0259344552539257	"5770"
"ENSG00000064652"	"ENSG00000064652"	"SNX24"	204,230017428457	0,98657823734135	0,21592246874562	3,08711845142273	0,00202107043778534	0,0263086951060088	"28966"
"ENSG00000025434"	"ENSG00000025434"	"NR1H3"	72,3029366807151	-1,37182144111871	0,340751097717256	-3,08677344890455	0,00202341744914304	0,0263140897684161	"10062"
"ENSG00000163293"	"ENSG00000163293"	"NIPAL1"	926,098780631086	0,782681750103965	0,149911867383647	3,08635839296094	0,00202624433988939	0,0263257089045171	"152519"
"ENSG00000107738"	"ENSG00000107738"	"VSIR"	817,883208975132	-0,847590338878078	0,171040959758441	-3,0845847662641	0,0020383651526803	0,0264579408187751	"64115"
"ENSG00000125485"	"ENSG00000125485"	"DDX31"	503,6742270665	0,819880210955637	0,162135134599801	3,08310849582044	0,00204850455054305	0,0265642266287563	"64794"
"ENSG00000135842"	"ENSG00000135842"	"NIBAN1"	3061,20873156015	-0,671921243469906	0,11420102225745	-3,08159451214499	0,00205895101627493	0,026674288332635	"116496"
"ENSG00000188554"	"ENSG00000188554"	"NBR1"	1035,00756469685	-0,714006883943265	0,127873052545329	-3,08123467846047	0,00206144104109012	0,0266811608512196	"4077"
"ENSG00000129250"	"ENSG00000129250"	"KIF1C"	2579,44381384778	0,649443571120117	0,106929614164288	3,08093855659066	0,00206349225629006	0,0266823462123888	"10749"
"ENSG00000198604"	"ENSG00000198604"	"BAZ1A"	2118,77382894137	0,699182906676798	0,123100415922845	3,08027315613992	0,00206810827057483	0,026716662440367	"11177"
"ENSG00000065923"	"ENSG00000065923"	"SLC9A7"	960,225335638497	0,825809372169988	0,164236760884144	3,07975735424299	0,00207169300548235	0,0267376037560642	"84679"
"ENSG00000005007"	"ENSG00000005007"	"UPF1"	2365,68236441223	0,716896032704272	0,128980261195544	3,07718428405528	0,00208966068899895	0,0269439582778501	"5976"
"ENSG00000122877"	"ENSG00000122877"	"EGR2"	31,5393568063589	-2,24050714882391	0,624195712657498	-3,07677081062829	0,00209256125689202	0,0269558316687244	"1959"
"ENSG00000099282"	"ENSG00000099282"	"TSPAN15"	237,728892819191	-0,932990056504833	0,199356110405688	-3,07484960083443	0,00210608728862555	0,0271044277144854	"23555"
"ENSG00000177628"	"ENSG00000177628"	"GBA"	2167,59752961813	-0,749322155037922	0,139662640570953	-3,07399425703836	0,0021121349841548	0,0271565910710593	"2629"
"ENSG00000128298"	"ENSG00000128298"	"BAIAP2L2"	109,760389509218	1,19823934643734	0,285737946145783	3,07358318446534	0,00211504712918235	0,0271683789725914	"80115"
"ENSG00000169891"	"ENSG00000169891"	"REPS2"	68,8424559851651	-1,44487093753722	0,366014331967102	-3,07329751677136	0,00211707304146247	0,0271687714727172	"9185"
"ENSG00000185875"	"ENSG00000185875"	"THNSL1"	76,7102960995914	-1,41301513161969	0,355994272561725	-3,07031661985567	0,00213831953668057	0,0274155921011701	"79896"
"ENSG00000150093"	"ENSG00000150093"	"ITGB1"	28409,2988685277	0,616801150364595	0,0967030471683736	3,06920163382052	0,00214631677038206	0,027492238142542	"3688"
"ENSG00000136237"	"ENSG00000136237"	"RAPGEF5"	609,240734160162	-0,76730304506613	0,145784423394763	-3,0682499175848	0,0021531646354886	0,0275281593209509	"9771"
"ENSG00000177989"	"ENSG00000177989"	"ODF3B"	87,431068277003	-1,29874620446415	0,318990896639509	-3,06825747936696	0,00215311014749128	0,0275281593209509	"440836"
"ENSG00000165861"	"ENSG00000165861"	"ZFYVE1"	308,24908236	-0,86912557272965	0,179069705407702	-3,06654646847948	0,00216547146295385	0,0276336077221927	"53349"
"ENSG00000169718"	"ENSG00000169718"	"DUS1L"	1449,25300315519	0,727367245460093	0,132836101489911	3,06669076321119	0,00216442648922738	0,0276336077221927	"64118"
"ENSG00000110090"	"ENSG00000110090"	"CPT1A"	763,716342962659	-0,738305645879618	0,136480242649911	-3,06495385528163	0,00217703583474315	0,0277551684699089	"1374"
"ENSG00000154451"	"ENSG00000154451"	"GBP5"	67,2683676189381	-1,47181989333674	0,376013117437105	-3,06324391337065	0,00218951516082474	0,0278881556873617	"115362"
"ENSG00000120915"	"ENSG00000120915"	"EPHX2"	60,3972518770618	-1,50733020048172	0,387801116247707	-3,06169876964283	0,0022008481326175	0,0280063067044112	"2053"
"ENSG00000173145"	"ENSG00000173145"	"NOC3L"	580,808630033787	0,807413223429829	0,159492631421693	3,05602346067717	0,00224293705103448	0,0284886482153783	"64318"
"ENSG00000182795"	"ENSG00000182795"	"C1orf116"	1743,64821768391	-0,765248924247735	0,145683811230283	-3,05626905616801	0,00224110051808384	0,0284886482153783	"79098"
"ENSG00000144730"	"ENSG00000144730"	"IL17RD"	165,750293963505	1,1085421539884	0,258210694412999	3,05387100941355	0,00225909192093051	0,028667097479394	"54756"
"ENSG00000244257"	"ENSG00000244257"	"PKD1P1"	178,997725158774	1,22701364840314	0,297103423592767	3,05285491979508	0,00226675499440371	0,0287375568005595	NA
"ENSG00000188015"	"ENSG00000188015"	"S100A3"	218,38164714716	1,10269254262891	0,256592657883469	3,05033101525598	0,00228589275610218	0,0289532239693835	"6274"
"ENSG00000111252"	"ENSG00000111252"	"SH2B3"	401,526109601181	0,857734762027919	0,176446140609873	3,04758585350339	0,00230687617948936	0,0291918457806014	"10019"
"ENSG00000101199"	"ENSG00000101199"	"ARFGAP1"	3255,85419841328	0,810166315682798	0,161200699538648	3,0407207728356	0,00236012593710594	0,029837952423059	"55738"
"ENSG00000187555"	"ENSG00000187555"	"USP7"	3087,85656836645	0,648107798700897	0,107926841162952	3,04009452296958	0,00236503910481224	0,0298723306596693	"7874"
"ENSG00000114439"	"ENSG00000114439"	"BBX"	1199,53635327299	-0,767952340479995	0,147382989315851	-3,03937613532865	0,0023706866597784	0,0299159124740896	"56987"
"ENSG00000011260"	"ENSG00000011260"	"UTP18"	495,352442025333	0,889431678772363	0,187386637145446	3,03880622144033	0,00237517577864888	0,0299448087056326	"51096"
"ENSG00000116833"	"ENSG00000116833"	"NR5A2"	134,261773063132	1,18411816608952	0,284439020312086	3,03797335942661	0,00238175009505898	0,0299999160909557	"2494"
"ENSG00000148516"	"ENSG00000148516"	"ZEB1"	424,057122782162	0,931318565567242	0,20125041108856	3,03760157438006	0,00238469020860922	0,0300091884292265	"6935"
"ENSG00000112812"	"ENSG00000112812"	"PRSS16"	172,306262046797	-1,02162431433853	0,231210749237537	-3,03456615513024	0,00240881919849917	0,0302848404494595	"10279"
"ENSG00000136828"	"ENSG00000136828"	"RALGPS1"	67,5143418192929	-1,45969805167113	0,376018812756337	-3,03096018871179	0,00243777388146216	0,0306205988653033	"9649"
"ENSG00000140548"	"ENSG00000140548"	"ZNF710"	509,245073784315	0,797272499032288	0,157622220483917	3,02795188119424	0,00246217289518234	0,0308985678717076	"374655"
"ENSG00000166432"	"ENSG00000166432"	"ZMAT1"	174,13748367807	-1,21298292121126	0,29528691323605	-3,02411952979919	0,00249357897279044	0,0312638778024997	"84460"
"ENSG00000135423"	"ENSG00000135423"	"GLS2"	16,7845484122365	-2,58191216770398	0,749119210997345	-3,01942886325471	0,00253251758756415	0,0317107199999368	"27165"
"ENSG00000149809"	"ENSG00000149809"	"TM7SF2"	445,19353276907	-0,890865894946455	0,189074373930496	-3,01926635048019	0,00253387656873761	0,0317107199999368	"7108"
"ENSG00000198830"	"ENSG00000198830"	"HMGN2"	5321,41201493573	-0,724438875895861	0,13398235726505	-3,01859800164421	0,0025394725197534	0,0317515682543272	"3151"
"ENSG00000138735"	"ENSG00000138735"	"PDE5A"	153,423981461238	-1,05708333654234	0,244307283415436	-3,0170338200231	0,00255261330903561	0,0318865897392925	"8654"
"ENSG00000119487"	"ENSG00000119487"	"MAPKAP1"	1255,02898443627	0,752944513574888	0,143541580859732	3,01616096870187	0,00255997319337683	0,0319492163162409	"79109"
"ENSG00000065802"	"ENSG00000065802"	"ASB1"	1440,0112922635	0,780650850968232	0,152807112097637	3,0145903855175	0,00257326524888357	0,032085695630768	"51665"
"ENSG00000145103"	"ENSG00000145103"	"ILDR1"	32,0431282405893	-1,96478708921718	0,547698294587692	-3,00308966719603	0,00267253676183575	0,0332930105664735	"286676"
"ENSG00000008277"	"ENSG00000008277"	"ADAM22"	103,936185862779	-1,21459539076022	0,298458716898012	-2,99738402703754	0,00272307445197818	0,033860622591904	"53616"
"ENSG00000171940"	"ENSG00000171940"	"ZNF217"	1828,50346869078	-0,689157329596037	0,123158827318334	-2,99740861157975	0,00272285483402528	0,033860622591904	"7764"
"ENSG00000158769"	"ENSG00000158769"	"F11R"	3550,74287574068	-0,768795122259316	0,149808025760999	-2,99580159326922	0,00273724469984015	0,0340057699206418	"50848"
"ENSG00000213676"	"ENSG00000213676"	"ATF6B"	1726,4702590232	-0,764505421350301	0,148424623635902	-2,99482262754938	0,00274604475749136	0,0340839976463102	"1388"
"ENSG00000096872"	"ENSG00000096872"	"IFT74"	222,775013702979	-0,954228346884721	0,211840676217558	-2,99389313803632	0,00275442397801382	0,0341568641936577	"80173"
"ENSG00000031081"	"ENSG00000031081"	"ARHGAP31"	48,0541003241972	1,78323913145307	0,489129015144091	2,99151979569647	0,00277592539903326	0,034392174916503	"57514"
"ENSG00000137393"	"ENSG00000137393"	"RNF144B"	415,971571932063	-0,825410107627506	0,168971076807227	-2,99110425983796	0,00277970570062812	0,0344077025634114	"255488"
"ENSG00000157557"	"ENSG00000157557"	"ETS2"	3760,97437105526	-0,654123730209875	0,111813247423474	-2,98823026706699	0,00280598059134549	0,0347013912186741	"2114"
"ENSG00000103187"	"ENSG00000103187"	"COTL1"	6599,23269887398	0,722264806210689	0,134788669117792	2,98441114407881	0,00284124710430114	0,0351056448023269	"23406"
"ENSG00000169679"	"ENSG00000169679"	"BUB1"	868,28724414562	-0,707798996635844	0,129961067551057	-2,9839628432068	0,00284541323328457	0,0351252462233933	"699"
"ENSG00000110871"	"ENSG00000110871"	"COQ5"	144,331211751152	-1,09490464524781	0,259721106614248	-2,9836028936945	0,00284876233566905	0,0351347354732517	"84274"
"ENSG00000118257"	"ENSG00000118257"	"NRP2"	374,740846783341	0,957381367056741	0,213820448295165	2,98091867330144	0,00287385102035476	0,0354120864191407	"8828"
"ENSG00000221869"	"ENSG00000221869"	"CEBPD"	753,637309533442	-0,975310063220059	0,220058960561768	-2,97788402502302	0,0029024578726072	0,0357322480953161	"1052"
"ENSG00000064309"	"ENSG00000064309"	"CDON"	326,389064992262	-0,910126177744616	0,198251424286535	-2,97665542564627	0,0029141132973491	0,0358433303131936	"50937"
"ENSG00000099917"	"ENSG00000099917"	"MED15"	1750,88765488341	0,784262768967195	0,155993419010529	2,97616894297225	0,00291874023514842	0,035867840290416	"51586"
"ENSG00000138792"	"ENSG00000138792"	"ENPEP"	29,6012163690779	-2,02765591234065	0,574726789779919	-2,97124815252577	0,00296592022001518	0,0364147607896544	"2028"
"ENSG00000038382"	"ENSG00000038382"	"TRIO"	3752,11500196694	0,918597488141299	0,20155493898811	2,96989739445983	0,00297899230690396	0,0365423056313552	"7204"
"ENSG00000095319"	"ENSG00000095319"	"NUP188"	2052,27394567199	0,736359090579638	0,14024422767116	2,9688144567055	0,00298951047958881	0,0366383210531784	"23511"
"ENSG00000175376"	"ENSG00000175376"	"EIF1AD"	707,155832007511	0,731655079700938	0,138822696073127	2,96532981526372	0,00302358583804669	0,0370226122039962	"84285"
"ENSG00000107719"	"ENSG00000107719"	"PALD1"	31,5425658527613	1,8621512458215	0,520593653877833	2,96229359373519	0,00305356464900008	0,0372890908168476	"27143"
"ENSG00000138835"	"ENSG00000138835"	"RGS3"	234,277007441231	-0,966467740425619	0,21821555228083	-2,96251909485193	0,00305132882888936	0,0372890908168476	"5998"
"ENSG00000115946"	"ENSG00000115946"	"PNO1"	674,867390508101	0,868974184613223	0,185352554722391	2,96178375008341	0,00305862520469394	0,0373174200601368	"56902"
"ENSG00000180957"	"ENSG00000180957"	"PITPNB"	1474,67143729218	0,684977733066895	0,123263517330488	2,96095504145264	0,00306686704076469	0,0373844777323653	"23760"
"ENSG00000084774"	"ENSG00000084774"	"CAD"	1997,66998431529	0,793521422446234	0,159958527396548	2,96027620504622	0,00307363342276497	0,0374334460504185	"790"
"ENSG00000113594"	"ENSG00000113594"	"LIFR"	1133,68068563512	0,761740142009547	0,149258863281495	2,95955719009093	0,00308081513296332	0,0374873805633857	"3977"
"ENSG00000156261"	"ENSG00000156261"	"CCT8"	3827,66142630509	0,652530605061347	0,112529316766611	2,95505753181657	0,00312610749917651	0,0380045354542744	"10694"
"ENSG00000115556"	"ENSG00000115556"	"PLCD4"	69,2230199893382	-1,6164860554309	0,438808492470253	-2,95456008185346	0,00313115178538804	0,0380319025065509	"84812"
"ENSG00000103089"	"ENSG00000103089"	"FA2H"	74,1449981369991	-1,38991708007702	0,362331921492298	-2,95286453280314	0,00314840094227668	0,0381631928849572	"79152"
"ENSG00000175426"	"ENSG00000175426"	"PCSK1"	26,6415957395691	-2,16121086090658	0,623512693057281	-2,9529645208641	0,00314738134539244	0,0381631928849572	"5122"
"ENSG00000204103"	"ENSG00000204103"	"MAFB"	109,224129048732	-1,19916085555832	0,297750979276826	-2,95267158379668	0,00315036933039747	0,0381631928849572	"9935"
"ENSG00000163697"	"ENSG00000163697"	"APBB2"	1611,49666811923	0,703768916141563	0,130085229414599	2,9501344454599	0,00317635675947048	0,0384437987884001	"323"
"ENSG00000064205"	"ENSG00000064205"	"CCN5"	41,4894423313348	-1,67473264314692	0,459651823955536	-2,94730178918634	0,00320560186172235	0,0387632992444152	"8839"
"ENSG00000118432"	"ENSG00000118432"	"CNR1"	33,0447009107526	-1,7479266259489	0,485072089353405	-2,9437410588853	0,0032427118224323	0,0391772530383657	"1268"
"ENSG00000148459"	"ENSG00000148459"	"PDSS1"	125,752126328095	1,12676088048177	0,274283667801053	2,94133765582768	0,0032679809275643	0,039447542827762	"23590"
"ENSG00000213689"	"ENSG00000213689"	"TREX1"	299,342671329607	-0,93824343487078	0,210444179962314	-2,93780248511265	0,0033054753953588	0,0398647944935389	"11277"
"ENSG00000068885"	"ENSG00000068885"	"IFT80"	536,711727822676	-0,799941909639219	0,163397224207651	-2,93727088673974	0,00331114736316157	0,0398978606166442	"57560"
"ENSG00000164934"	"ENSG00000164934"	"DCAF13"	1171,25474538721	0,684487316269652	0,124110888136761	2,93678759165766	0,0033163116434491	0,0399247562663156	"25879"
"ENSG00000198431"	"ENSG00000198431"	"TXNRD1"	5051,09313269907	-0,650355094222286	0,112501654888046	-2,93644653095132	0,00331996048337232	0,0399333762734961	"7296"
"ENSG00000197601"	"ENSG00000197601"	"FAR1"	1628,24886385839	0,713035716829813	0,134009493411647	2,93289457950936	0,00335817897408328	0,0403574271060176	"84188"
"ENSG00000144381"	"ENSG00000144381"	"HSPD1"	13668,987797269	0,623398682834345	0,103496138456778	2,931497612938	0,00337331958687028	0,0405036327114865	"3329"
"ENSG00000064666"	"ENSG00000064666"	"CNN2"	3770,53084010345	0,694746092518705	0,12785479769801	2,93102878629433	0,00337841474047622	0,0405290705782592	"1265"
"ENSG00000266338"	"ENSG00000266338"	"NBPF15"	1049,29457359592	0,898586616624109	0,197462330681494	2,93011135150312	0,00338840559327499	0,0406131430968594	"284565"
"ENSG00000170465"	"ENSG00000170465"	"KRT6C"	38,7498641206358	1,76074993111541	0,491951806713858	2,92864039008076	0,00340448049777914	0,0406983375397373	"286887"
"ENSG00000171798"	"ENSG00000171798"	"KNDC1"	66,1347457720158	-1,38666335019295	0,364163677110787	-2,92907672356473	0,00339970494703201	0,0406983375397373	"85442"
"ENSG00000198416"	"ENSG00000198416"	"ZNF658B"	35,4218718541824	-1,82634594999288	0,514345174793931	-2,92866740821743	0,00340418461437704	0,0406983375397373	NA
"ENSG00000235750"	"ENSG00000235750"	"KIAA0040"	374,953928794123	1,01106104545106	0,236028206740468	2,92787482900693	0,00341287411458788	0,0407628894247619	"9674"
"ENSG00000161791"	"ENSG00000161791"	"FMNL3"	262,63982848726	1,02466893860431	0,241069064411334	2,92309981923661	0,00346565394327976	0,041357006215335	"91010"
"ENSG00000117500"	"ENSG00000117500"	"TMED5"	2136,18721445383	0,670672763825126	0,120039409880532	2,92131362670085	0,00348558751122658	0,0415132567073581	"50999"
"ENSG00000166801"	"ENSG00000166801"	"FAM111A"	1362,80466002422	-0,777627517773931	0,15666233135735	-2,92110754262985	0,00348789407118227	0,0415132567073581	"63901"
"ENSG00000187583"	"ENSG00000187583"	"PLEKHN1"	220,381436952092	1,06739456676304	0,255842973674353	2,92130190651378	0,00348571865013599	0,0415132567073581	"84069"
"ENSG00000213341"	"ENSG00000213341"	"CHUK"	626,850287434988	0,74517881190058	0,14557014814731	2,92078298546705	0,00349152943698644	0,0415202312786091	"1147"
"ENSG00000108406"	"ENSG00000108406"	"DHX40"	728,269597919729	-0,765934695587249	0,152749877349059	-2,91937841997878	0,00350730176296173	0,041671396862554	"79665"
"ENSG00000164933"	"ENSG00000164933"	"SLC25A32"	696,700186452665	0,811662732551015	0,168479830430662	2,91822903248564	0,00352025681628355	0,0417524536676976	"81034"
"ENSG00000059691"	"ENSG00000059691"	"GATB"	300,411880964674	-0,933356814596505	0,210300964723919	-2,91656681366971	0,00353906915212134	0,0419390474980715	"5188"
"ENSG00000196220"	"ENSG00000196220"	"SRGAP3"	181,216728156841	-1,1573825402376	0,287580001156254	-2,91182466399191	0,00359324271914163	0,0425439937946368	"9901"
"ENSG00000073921"	"ENSG00000073921"	"PICALM"	3719,96960514651	0,625670560319723	0,105158938088101	2,90674826008261	0,00365206973487515	0,0432029378888445	"8301"
"ENSG00000138696"	"ENSG00000138696"	"BMPR1B"	83,7226066558253	1,30070182564591	0,337485303773638	2,90590972311997	0,00366187082311085	0,0432812787564907	"658"
"ENSG00000168907"	"ENSG00000168907"	"PLA2G4F"	40,4819817665613	-1,69796007013645	0,474292138741505	-2,90529814344542	0,00366903423863004	0,0433283349463891	"255189"
"ENSG00000167646"	"ENSG00000167646"	"DNAAF3"	127,473775911718	-1,13168012609685	0,279424932645772	-2,90482355461751	0,00367460186185379	0,0433564808934153	"352909"
"ENSG00000140743"	"ENSG00000140743"	"CDR2"	968,581936478662	0,708093230967724	0,133650501655472	2,90379180145661	0,0036867323524261	0,0434619460698128	"1039"
"ENSG00000133030"	"ENSG00000133030"	"MPRIP"	5391,15849672185	0,731800001916964	0,142041244877699	2,89915793311679	0,00374166371071953	0,0440713608003089	"23164"
"ENSG00000185238"	"ENSG00000185238"	"PRMT3"	468,285555328393	0,775076288946752	0,157044909952595	2,89774618664252	0,00375854625054385	0,0442319496520355	"10196"
"ENSG00000175643"	"ENSG00000175643"	"RMI2"	439,592515079015	-0,769924884087273	0,155424102049019	-2,89482054685039	0,0037937534671999	0,0446077264329826	"116028"
"ENSG00000136244"	"ENSG00000136244"	"IL6"	149,805304840644	-1,20102931708534	0,304470038084471	-2,89364865793759	0,00380793987464444	0,0447359010639851	"3569"
"ENSG00000081181"	"ENSG00000081181"	"ARG2"	414,08528758409	0,950261053641625	0,217867788687703	2,89286019488203	0,00381751179454142	0,0447461661152287	"384"
"ENSG00000135069"	"ENSG00000135069"	"PSAT1"	1772,17341251375	-0,713661404269913	0,136084833847966	-2,89276470521109	0,00381867251952818	0,0447461661152287	"29968"
"ENSG00000166068"	"ENSG00000166068"	"SPRED1"	916,959272939578	0,716732130479997	0,137129555601141	2,8931190562153	0,00381436681713321	0,0447461661152287	"161742"
"ENSG00000176244"	"ENSG00000176244"	"ACBD7"	14,3060169034864	-3,05617021635601	0,947238349390674	-2,88857626817589	0,00386990168528963	0,0453074646147064	"414149"
"ENSG00000145287"	"ENSG00000145287"	"PLAC8"	197,003806082628	-1,19442544832077	0,302774461974273	-2,88804228275723	0,00387647758911093	0,0453454629324179	"51316"
"ENSG00000116455"	"ENSG00000116455"	"WDR77"	618,171348449753	0,823165342709617	0,174289730023416	2,88694774294513	0,00388998832445355	0,0454644472324117	"79084"
"ENSG00000112033"	"ENSG00000112033"	"PPARD"	1174,90028180757	0,730515019799123	0,142346483212573	2,88391402818207	0,00392765963837578	0,0458653633242921	"5467"
"ENSG00000099814"	"ENSG00000099814"	"CEP170B"	1753,06212252776	0,831537809028165	0,177397723404508	2,88356467721822	0,00393201892925349	0,045876923513895	"283638"
"ENSG00000172403"	"ENSG00000172403"	"SYNPO2"	67,3098269897904	-1,31640336912866	0,345587109238431	-2,88321914357405	0,00393633490853042	0,0458879590021834	"171024"
"ENSG00000241484"	"ENSG00000241484"	"ARHGAP8"	66,8888415606364	1,45264255951781	0,393350213165806	2,8794761553628	0,00398336418586471	0,0463964813984036	"23779"
"ENSG00000108352"	"ENSG00000108352"	"RAPGEFL1"	193,043272635042	-1,06698558954371	0,259561618467394	-2,87787383186448	0,00400365228792296	0,0465745706574342	"51195"
"ENSG00000163110"	"ENSG00000163110"	"PDLIM5"	3080,03800525315	0,624223172594849	0,105716420716801	2,87772864926841	0,00400549517037716	0,0465745706574342	"10611"
"ENSG00000110076"	"ENSG00000110076"	"NRXN2"	75,1817691676035	-1,27712239927604	0,332742527938876	-2,87646549181674	0,00402156165069637	0,046721487573278	"9379"
"ENSG00000169131"	"ENSG00000169131"	"ZNF354A"	328,243401941546	0,846115294088504	0,182992621638618	2,87506288164722	0,00403947040393376	0,0468895388064468	"6940"
"ENSG00000165238"	"ENSG00000165238"	"WNK2"	119,805171482008	1,21054339871792	0,310115187744666	2,87165361101615	0,00408330274878777	0,0473579644186493	"65268"
"ENSG00000077782"	"ENSG00000077782"	"FGFR1"	1422,19985285007	0,688795436263129	0,128492854000457	2,87016300736706	0,00410260242865232	0,0475413061008766	"2260"
"ENSG00000167767"	"ENSG00000167767"	"KRT80"	853,141627242119	-0,71738650722239	0,138590602249784	-2,8673409363369	0,00413936824135315	0,0479265629032861	"144501"
"ENSG00000100211"	"ENSG00000100211"	"CBY1"	158,14580817191	-1,00602783027889	0,239354808583138	-2,86615436865393	0,00415491587014505	0,0480657047475743	"25776"
"ENSG00000185432"	"ENSG00000185432"	"METTL7A"	23,6769117861059	-2,07104723064278	0,611128175644417	-2,86527000460475	0,00416653815673127	0,0481592390000449	"25840"
"ENSG00000107438"	"ENSG00000107438"	"PDLIM1"	4281,30053306103	-0,712342003898906	0,13703683930983	-2,86304037567483	0,00419597091009694	0,0484583035724173	"9124"
"ENSG00000147576"	"ENSG00000147576"	"ADHFE1"	57,7086812256301	-1,56150114324223	0,433788757344875	-2,86199474334279	0,00420983889126205	0,0485772596130713	"137872"
"ENSG00000023734"	"ENSG00000023734"	"STRAP"	1333,81064446146	0,761459551239226	0,154278674476669	2,86144246919873	0,00421718034300912	0,0486207684592821	"11171"
"ENSG00000178026"	"ENSG00000178026"	"LRRC75B"	112,182471990927	-1,14986727415554	0,290082726338357	-2,86079521049305	0,00422579921600963	0,0486789188876372	"388886"
"ENSG00000141522"	"ENSG00000141522"	"ARHGDIA"	4095,32111336361	0,651421151643414	0,115875723174595	2,86014311335988	0,00423449867109243	0,0487006151768416	"396"
"ENSG00000151468"	"ENSG00000151468"	"CCDC3"	1865,0133598519	-0,933084436804465	0,21435635527177	-2,86011784454523	0,00423483610233405	0,0487006151768416	"83643"
"ENSG00000167930"	"ENSG00000167930"	"FAM234A"	2118,81527733792	-0,66026731034203	0,11899647143886	-2,85947395101425	0,00424344267238281	0,0487584096431767	"83986"
"ENSG00000173805"	"ENSG00000173805"	"HAP1"	158,869835494387	-1,23457843179619	0,319951951923197	-2,85848680184247	0,00425666815813349	0,0488691346046759	"9001"
"ENSG00000070961"	"ENSG00000070961"	"ATP2B1"	2470,6783783799	0,737276078400276	0,146041364527466	2,85724582039082	0,00427334743462133	0,0490192912129773	"490"
"ENSG00000175471"	"ENSG00000175471"	"MCTP1"	672,361188331503	0,764473441272123	0,155627902255275	2,8560009794584	0,00429013810706933	0,049170471772606	"79772"
"ENSG00000081087"	"ENSG00000081087"	"OSTM1"	518,096093189883	0,805284959729754	0,170060492290257	2,85360199299832	0,00432266496733903	0,0495016031920003	"28962"
"ENSG00000123977"	"ENSG00000123977"	"DAW1"	14,1185920879017	3,15851784650427	0,995364700864061	2,85173649823045	0,00434811279438079	0,0497511796708309	"164781"
"ENSG00000242265"	"ENSG00000242265"	"PEG10"	2400,95456743733	-0,691897339283252	0,130492942644905	-2,84994216350268	0,00437271796885524	0,0499907034961653	"23089"
"ENSG00000138670"	"ENSG00000138670"	"RASGEF1B"	11,3847314143794	-3,1365622491066	0,988627137802712	-2,84896311400736	0,00438619653808617	0,050065409103128	"153020"
"ENSG00000173674"	"ENSG00000173674"	"EIF1AX"	2327,72507778514	0,689014965093294	0,129527410925862	2,84893338371835	0,00438660642332783	0,050065409103128	"1964"
"ENSG00000187605"	"ENSG00000187605"	"TET3"	1389,33047306739	0,865847767406024	0,191631930845499	2,84841761494386	0,00439372274682687	0,0501046305869302	"200424"
"ENSG00000135723"	"ENSG00000135723"	"FHOD1"	456,499641018483	0,828755521508275	0,178639418793168	2,84794657833791	0,00440023101825893	0,0501368581963294	"29109"
"ENSG00000105612"	"ENSG00000105612"	"DNASE2"	932,071774657007	-0,879395116657675	0,196489220145417	-2,84695066855922	0,00441402019209095	0,0502519221868816	"1777"
"ENSG00000163702"	"ENSG00000163702"	"IL17RC"	406,085564521431	-0,800704050478098	0,168896116103801	-2,84615218850067	0,00442510406667744	0,0503360208620551	"84818"
"ENSG00000127314"	"ENSG00000127314"	"RAP1B"	2116,01517304048	0,744394516457693	0,149143882657817	2,84553753660408	0,00443365335766431	0,0503911720517173	"5908"
"ENSG00000154845"	"ENSG00000154845"	"PPP4R1"	3103,26026067541	0,654209029166347	0,117541635833931	2,84332463807578	0,00446455701308405	0,050700090317058	"9989"
"ENSG00000204618"	"ENSG00000204618"	"RNF39"	58,5914555316235	-1,44029803624731	0,394272276040863	-2,84143244231356	0,00449113664043359	0,0509594304134532	"80352"
"ENSG00000177570"	"ENSG00000177570"	"SAMD12"	144,30311484489	-1,14765524429445	0,291346818219431	-2,84079040008975	0,00450018791682669	0,0510196158830244	"401474"
"ENSG00000112473"	"ENSG00000112473"	"SLC39A7"	4299,1023526527	0,644772923115629	0,114343423586984	2,84032883507783	0,00450670509935179	0,0510509955347537	"7922"
"ENSG00000205464"	"ENSG00000205464"	"ATP6AP1L"	28,0060081168024	-1,90812162144754	0,55933325804058	-2,83931198193175	0,00452109299052275	0,051171406615925	"92270"
"ENSG00000132471"	"ENSG00000132471"	"WBP2"	1339,18809744029	-0,668400502790865	0,12272664225335	-2,83883349527029	0,00452787769028399	0,0512056334143744	"23558"
"ENSG00000132718"	"ENSG00000132718"	"SYT11"	18,8152425285331	-2,56390647276431	0,790703782499937	-2,83785979329685	0,00454171278368484	0,0513194699275127	"23208"
